Wall time,Step,Value
1724060056.353272,0,601.2000122070312
1724060057.3314574,1,603.0
1724060058.334744,2,572.3499755859375
1724060059.340135,3,597.8499755859375
1724060060.3351884,4,576.2000122070312
1724060061.2399952,5,584.9500122070312
1724060062.208249,6,576.3499755859375
1724060063.148253,7,588.0999755859375
1724060064.074895,8,581.6500244140625
1724060065.0585594,9,588.75
1724060066.0546277,10,631.7000122070312
1724060067.058991,11,589.6500244140625
1724060068.0128405,12,590.1500244140625
1724060068.9742875,13,586.4500122070312
1724060069.973473,14,594.4500122070312
1724060070.9712317,15,599.25
1724060071.9528852,16,608.4500122070312
1724060072.9371238,17,599.4500122070312
1724060073.9347618,18,603.9000244140625
1724060074.9198875,19,600.0999755859375
1724060075.8949711,20,587.6500244140625
1724060076.846222,21,567.4500122070312
1724060077.8193333,22,568.0
1724060078.7490213,23,594.7999877929688
1724060079.7250068,24,587.4000244140625
1724060080.7104447,25,597.0499877929688
1724060081.6914754,26,559.2000122070312
1724060082.670184,27,562.3499755859375
1724060083.6510806,28,529.5
1724060084.6563587,29,532.75
1724060085.6618886,30,528.0999755859375
1724060086.6616566,31,527.0
1724060087.6648,32,552.7999877929688
1724060088.6418307,33,515.9500122070312
1724060089.629937,34,532.1500244140625
1724060090.6107666,35,520.0499877929688
1724060091.583555,36,525.0999755859375
1724060092.5763488,37,506.5
1724060093.5836253,38,501.5
1724060094.5788703,39,496.75
1724060095.5686905,40,493.6499938964844
1724060096.5692816,41,491.1000061035156
1724060097.569419,42,505.0
1724060098.5646095,43,504.6000061035156
1724060099.5566945,44,491.79998779296875
1724060100.541798,45,504.1000061035156
1724060101.5374172,46,501.3500061035156
1724060102.549987,47,474.04998779296875
1724060103.5501015,48,483.8999938964844
1724060104.5294363,49,471.1499938964844
1724060105.5176206,50,472.45001220703125
1724060106.497376,51,472.8500061035156
1724060107.4555118,52,476.54998779296875
1724060108.4530048,53,461.6499938964844
1724060109.4546645,54,470.8999938964844
1724060110.4601045,55,474.70001220703125
1724060111.4480557,56,473.8500061035156
1724060112.3771195,57,481.79998779296875
1724060113.3477826,58,474.20001220703125
1724060114.3291008,59,468.75
1724060115.3209922,60,471.5
1724060116.3037817,61,477.6499938964844
1724060117.2868493,62,454.1000061035156
1724060118.2653732,63,454.75
1724060119.2695043,64,451.29998779296875
1724060120.2677321,65,459.54998779296875
1724060121.2497873,66,461.8500061035156
1724060122.2143471,67,454.6499938964844
1724060123.1982427,68,464.3999938964844
1724060124.1747985,69,459.25
1724060125.161884,70,460.8500061035156
1724060126.1499658,71,468.20001220703125
1724060127.1263833,72,466.29998779296875
1724060128.0496361,73,471.0
1724060129.024831,74,459.20001220703125
1724060130.0234563,75,459.3500061035156
1724060131.0148082,76,449.6499938964844
1724060132.002546,77,461.29998779296875
1724060132.9573631,78,454.70001220703125
1724060133.933869,79,447.45001220703125
1724060134.8650384,80,444.0
1724060135.8420777,81,455.79998779296875
1724060136.8249652,82,455.3500061035156
1724060137.763262,83,447.79998779296875
1724060138.7520611,84,443.8500061035156
1724060139.729247,85,454.8500061035156
1724060140.7170386,86,449.25
1724060141.7011547,87,449.6000061035156
1724060142.674678,88,456.25
1724060143.6530755,89,449.20001220703125
1724060144.6437216,90,449.45001220703125
1724060145.6615891,91,456.3999938964844
1724060146.665115,92,438.45001220703125
1724060147.664057,93,449.04998779296875
1724060148.6370602,94,441.79998779296875
1724060149.6130302,95,447.8500061035156
1724060150.5964754,96,439.79998779296875
1724060151.5647593,97,447.8999938964844
1724060152.50368,98,442.5
1724060153.4986148,99,440.20001220703125
1724060154.4957418,100,447.8500061035156
1724060155.4864202,101,442.5
1724060156.4835303,102,441.45001220703125
1724060157.4965346,103,441.70001220703125
1724060158.5104978,104,446.95001220703125
1724060159.5126832,105,434.29998779296875
1724060160.5130532,106,430.04998779296875
1724060161.4988396,107,449.70001220703125
1724060162.570602,108,443.3999938964844
1724060163.5548682,109,442.20001220703125
1724060164.5352838,110,448.8500061035156
1724060165.5187237,111,451.75
1724060166.5024328,112,443.3999938964844
1724060167.504096,113,441.45001220703125
1724060168.524969,114,441.75
1724060169.5296383,115,444.04998779296875
1724060170.5406709,116,442.6000061035156
1724060171.5425746,117,439.95001220703125
1724060172.5373163,118,441.8500061035156
1724060173.5361032,119,435.95001220703125
1724060174.5411596,120,447.3999938964844
1724060175.5513015,121,436.25
1724060176.5536911,122,434.79998779296875
1724060177.5674572,123,436.04998779296875
1724060178.5666075,124,434.20001220703125
1724060179.5725815,125,439.0
1724060180.576141,126,437.29998779296875
1724060181.5833366,127,435.20001220703125
1724060182.5977926,128,431.8999938964844
1724060183.5992362,129,443.0
1724060184.6025286,130,440.54998779296875
1724060185.6057093,131,440.3999938964844
1724060186.6026819,132,439.70001220703125
1724060187.617683,133,439.45001220703125
1724060188.6123674,134,442.70001220703125
1724060189.610412,135,433.29998779296875
1724060190.6092389,136,435.0
1724060191.606529,137,434.75
1724060192.5951447,138,432.1000061035156
1724060193.5460982,139,442.3500061035156
1724060194.519936,140,442.04998779296875
1724060195.52039,141,438.5
1724060196.5104795,142,439.6499938964844
1724060197.4983768,143,443.8500061035156
1724060198.4696767,144,438.6000061035156
1724060199.4346397,145,429.8999938964844
1724060200.4208627,146,449.1499938964844
1724060201.409753,147,437.8999938964844
1724060202.3880827,148,438.54998779296875
1724060203.3732333,149,446.95001220703125
1724060204.363371,150,448.6499938964844
1724060205.341154,151,438.70001220703125
1724060206.3225398,152,430.3999938964844
1724060207.3055031,153,437.1000061035156
1724060208.2968009,154,440.5
1724060209.2862613,155,438.95001220703125
1724060210.2839773,156,441.6000061035156
1724060211.2578468,157,425.95001220703125
1724060212.2458467,158,430.8999938964844
1724060213.234602,159,440.8500061035156
1724060214.2419343,160,443.45001220703125
1724060215.2337155,161,438.20001220703125
1724060216.227415,162,435.54998779296875
1724060217.1741126,163,427.0
1724060218.1363544,164,440.70001220703125
1724060219.09653,165,440.8500061035156
1724060220.065373,166,442.8999938964844
1724060221.0533757,167,432.1000061035156
1724060222.0109732,168,444.95001220703125
1724060222.9378612,169,450.6499938964844
1724060223.860437,170,433.6499938964844
1724060224.7752063,171,436.1000061035156
1724060225.7612448,172,450.6000061035156
1724060226.6901913,173,441.25
1724060227.6716046,174,444.1499938964844
1724060228.6469576,175,444.20001220703125
1724060229.6514904,176,449.8999938964844
1724060230.6093009,177,438.3999938964844
1724060231.5726688,178,449.8500061035156
1724060232.527953,179,439.95001220703125
1724060233.4999099,180,438.8500061035156
1724060234.4939725,181,428.79998779296875
1724060235.4803314,182,442.1499938964844
1724060236.4705982,183,434.3999938964844
1724060237.4578168,184,437.25
1724060238.4425423,185,435.54998779296875
1724060239.4276178,186,436.0
1724060240.4162078,187,442.0
1724060241.4167278,188,438.6499938964844
1724060242.4191084,189,440.5
1724060243.4203618,190,442.25
1724060244.3807447,191,436.8999938964844
1724060245.3693645,192,434.45001220703125
1724060246.3440843,193,444.04998779296875
1724060247.3288565,194,437.6499938964844
1724060248.3189607,195,443.3999938964844
1724060249.2963796,196,434.1000061035156
1724060250.2752817,197,439.6000061035156
1724060251.25617,198,445.75
1724060252.2426317,199,429.8999938964844
1724060253.2228873,200,447.1499938964844
1724060254.1886008,201,447.0
1724060255.1227996,202,446.95001220703125
1724060256.0898404,203,446.54998779296875
1724060257.0606403,204,441.29998779296875
1724060257.9970877,205,441.04998779296875
1724060258.9722018,206,440.25
1724060259.9412515,207,437.25
1724060260.916393,208,437.79998779296875
1724060261.8799489,209,437.5
1724060262.8640552,210,439.04998779296875
1724060263.8530924,211,446.29998779296875
1724060264.866957,212,435.1499938964844
1724060265.8762434,213,441.45001220703125
1724060266.8755238,214,430.1499938964844
1724060267.863088,215,448.8500061035156
1724060268.8597448,216,441.20001220703125
1724060269.8462822,217,444.70001220703125
1724060270.8429334,218,433.79998779296875
1724060271.846941,219,448.8999938964844
1724060272.8258238,220,437.1499938964844
1724060273.8073301,221,437.6000061035156
1724060274.7608163,222,436.3500061035156
1724060275.7361722,223,433.70001220703125
