

./trained_network/SD2/20x5+mix+SD2_exp18_3.pth -->>> 20x15x5.0+mix
[0, [291.0, 336.0, 296.0, 359.0, 405.0, 300.0, 368.0, 305.0, 380.0, 333.0, 327.0, 346.0, 292.0, 318.0, 367.0, 254.0, 292.0, 363.0, 381.0, 281.0]]
[1, [303.0, 301.0, 317.0, 320.0, 324.0, 283.0, 348.0, 321.0, 283.0, 313.0, 361.0, 393.0, 258.0, 304.0, 353.0, 320.0, 327.0, 299.0, 336.0, 289.0]]
[2, [317.0, 328.0, 284.0, 404.0, 350.0, 306.0, 320.0, 296.0, 359.0, 331.0, 317.0, 318.0, 315.0, 309.0, 354.0, 319.0, 298.0, 312.0, 377.0, 305.0]]
[3, [356.0, 342.0, 304.0, 357.0, 322.0, 272.0, 321.0, 345.0, 309.0, 330.0, 349.0, 365.0, 287.0, 349.0, 344.0, 333.0, 269.0, 316.0, 343.0, 274.0]]
[4, [300.0, 321.0, 330.0, 396.0, 306.0, 282.0, 296.0, 307.0, 326.0, 308.0, 279.0, 297.0, 313.0, 351.0, 400.0, 322.0, 292.0, 299.0, 362.0, 325.0]]
[5, [300.0, 331.0, 325.0, 330.0, 319.0, 255.0, 343.0, 290.0, 298.0, 314.0, 393.0, 290.0, 312.0, 334.0, 311.0, 317.0, 315.0, 313.0, 383.0, 332.0]]
[6, [298.0, 353.0, 321.0, 302.0, 349.0, 315.0, 348.0, 322.0, 329.0, 305.0, 347.0, 313.0, 260.0, 348.0, 317.0, 298.0, 309.0, 329.0, 309.0, 346.0]]
[7, [331.0, 339.0, 303.0, 346.0, 326.0, 275.0, 378.0, 309.0, 330.0, 322.0, 335.0, 371.0, 291.0, 323.0, 341.0, 313.0, 287.0, 334.0, 375.0, 308.0]]
[8, [317.0, 316.0, 317.0, 363.0, 342.0, 320.0, 361.0, 286.0, 302.0, 296.0, 336.0, 321.0, 290.0, 319.0, 346.0, 291.0, 297.0, 381.0, 340.0, 316.0]]
[9, [297.0, 360.0, 320.0, 367.0, 340.0, 303.0, 340.0, 314.0, 322.0, 321.0, 317.0, 285.0, 299.0, 317.0, 376.0, 306.0, 308.0, 308.0, 324.0, 314.0]]
[10, [318.0, 342.0, 299.0, 379.0, 312.0, 290.0, 359.0, 261.0, 289.0, 320.0, 323.0, 298.0, 294.0, 322.0, 330.0, 305.0, 289.0, 295.0, 312.0, 329.0]]
