
./trained_network/SD2/30x10x5+mix+exp18_4.pth
[287.0, 204.0, 318.0, 334.0, 246.0, 281.0, 236.0, 323.0, 322.0, 237.0]
[238.0, 204.0, 313.0, 269.0, 305.0, 281.0, 250.0, 293.0, 266.0, 259.0]
[263.0, 204.0, 238.0, 334.0, 271.0, 258.0, 223.0, 278.0, 276.0, 279.0]
[240.0, 254.0, 277.0, 270.0, 294.0, 307.0, 247.0, 374.0, 316.0, 271.0]
[243.0, 256.0, 241.0, 270.0, 234.0, 258.0, 277.0, 259.0, 279.0, 222.0]
[266.0, 238.0, 280.0, 274.0, 317.0, 282.0, 291.0, 277.0, 268.0, 269.0]
[303.0, 250.0, 277.0, 270.0, 248.0, 261.0, 252.0, 357.0, 234.0, 248.0]
[247.0, 291.0, 241.0, 340.0, 270.0, 324.0, 293.0, 277.0, 358.0, 316.0]
[271.0, 204.0, 266.0, 331.0, 214.0, 281.0, 254.0, 277.0, 257.0, 304.0]
[243.0, 242.0, 270.0, 333.0, 242.0, 279.0, 224.0, 287.0, 274.0, 262.0]
[242.0, 204.0, 241.0, 308.0, 291.0, 313.0, 224.0, 280.0, 248.0, 225.0]
./trained_network/SD2/5x10x5+mix+exp18_4.pth
[287.0, 231.0, 287.0, 334.0, 253.0, 308.0, 270.0, 253.0, 281.0, 232.0]
[263.0, 236.0, 264.0, 334.0, 280.0, 355.0, 245.0, 323.0, 264.0, 243.0]
[315.0, 272.0, 264.0, 348.0, 289.0, 289.0, 278.0, 343.0, 239.0, 248.0]
[309.0, 221.0, 283.0, 309.0, 248.0, 311.0, 269.0, 365.0, 322.0, 250.0]
[287.0, 251.0, 266.0, 334.0, 269.0, 315.0, 268.0, 348.0, 239.0, 252.0]
[287.0, 272.0, 321.0, 309.0, 242.0, 358.0, 240.0, 253.0, 278.0, 252.0]
[323.0, 205.0, 301.0, 269.0, 269.0, 287.0, 256.0, 313.0, 266.0, 232.0]
[342.0, 249.0, 322.0, 350.0, 299.0, 313.0, 282.0, 345.0, 288.0, 254.0]
[263.0, 236.0, 309.0, 302.0, 267.0, 354.0, 233.0, 313.0, 292.0, 292.0]
[271.0, 213.0, 309.0, 308.0, 235.0, 317.0, 222.0, 373.0, 282.0, 257.0]
[271.0, 240.0, 264.0, 283.0, 235.0, 270.0, 232.0, 348.0, 333.0, 271.0]
./trained_network/SD2/maml+exp18_204_512_3.pth
[263.0, 287.0, 286.0, 354.0, 269.0, 274.0, 275.0, 303.0, 291.0, 213.0]
[287.0, 252.0, 251.0, 308.0, 248.0, 274.0, 247.0, 323.0, 239.0, 280.0]
[278.0, 225.0, 263.0, 262.0, 301.0, 356.0, 239.0, 273.0, 272.0, 305.0]
[287.0, 220.0, 280.0, 373.0, 308.0, 277.0, 314.0, 312.0, 246.0, 285.0]
[240.0, 216.0, 243.0, 324.0, 259.0, 315.0, 239.0, 298.0, 266.0, 238.0]
[263.0, 264.0, 251.0, 309.0, 233.0, 311.0, 224.0, 285.0, 317.0, 250.0]
[287.0, 236.0, 273.0, 324.0, 266.0, 311.0, 226.0, 248.0, 328.0, 259.0]
[263.0, 235.0, 302.0, 326.0, 224.0, 269.0, 284.0, 293.0, 267.0, 277.0]
[263.0, 219.0, 265.0, 325.0, 214.0, 267.0, 274.0, 273.0, 272.0, 308.0]
[287.0, 260.0, 305.0, 276.0, 230.0, 262.0, 257.0, 323.0, 270.0, 308.0]
[287.0, 223.0, 263.0, 262.0, 247.0, 287.0, 263.0, 283.0, 322.0, 214.0]
./trained_network/SD2/30x10x5+mix.pth
[278.0, 311.0, 364.0, 251.0, 298.0, 350.0, 299.0, 276.0, 302.0, 331.0]
[270.0, 331.0, 319.0, 278.0, 261.0, 240.0, 237.0, 279.0, 302.0, 284.0]
