

./trained_network/SD2/20x5+mix+SD2_exp18_3.pth -->>> 20x7x5.0+mix
[0, [494.0, 495.0, 520.0, 489.0, 505.0, 522.0, 495.0, 611.0, 447.0, 445.0, 608.0, 461.0, 485.0, 554.0, 541.0, 489.0, 492.0, 465.0, 496.0, 462.0]]
[1, [469.0, 510.0, 498.0, 603.0, 500.0, 525.0, 439.0, 558.0, 454.0, 456.0, 592.0, 508.0, 509.0, 587.0, 481.0, 456.0, 464.0, 510.0, 506.0, 480.0]]
[2, [478.0, 520.0, 480.0, 522.0, 493.0, 501.0, 472.0, 559.0, 501.0, 427.0, 587.0, 453.0, 515.0, 528.0, 431.0, 464.0, 465.0, 448.0, 510.0, 497.0]]
[3, [441.0, 501.0, 482.0, 486.0, 543.0, 541.0, 486.0, 586.0, 464.0, 432.0, 595.0, 490.0, 549.0, 487.0, 449.0, 523.0, 444.0, 442.0, 455.0, 475.0]]
[4, [461.0, 497.0, 498.0, 555.0, 490.0, 522.0, 443.0, 616.0, 493.0, 503.0, 588.0, 449.0, 564.0, 494.0, 433.0, 469.0, 438.0, 512.0, 488.0, 489.0]]
[5, [457.0, 473.0, 523.0, 529.0, 483.0, 534.0, 467.0, 626.0, 453.0, 508.0, 555.0, 450.0, 518.0, 457.0, 487.0, 449.0, 464.0, 499.0, 475.0, 469.0]]
[6, [456.0, 520.0, 490.0, 548.0, 482.0, 521.0, 406.0, 611.0, 432.0, 453.0, 539.0, 486.0, 488.0, 468.0, 448.0, 465.0, 475.0, 489.0, 508.0, 519.0]]
[7, [476.0, 482.0, 526.0, 505.0, 537.0, 487.0, 430.0, 576.0, 450.0, 472.0, 592.0, 468.0, 516.0, 482.0, 470.0, 478.0, 421.0, 462.0, 513.0, 513.0]]
[8, [480.0, 537.0, 524.0, 491.0, 486.0, 479.0, 433.0, 627.0, 451.0, 422.0, 574.0, 471.0, 510.0, 545.0, 475.0, 488.0, 439.0, 442.0, 475.0, 529.0]]
[9, [481.0, 494.0, 524.0, 530.0, 466.0, 531.0, 489.0, 577.0, 498.0, 450.0, 618.0, 503.0, 532.0, 495.0, 517.0, 485.0, 519.0, 457.0, 470.0, 484.0]]
[10, [479.0, 463.0, 543.0, 470.0, 518.0, 493.0, 465.0, 589.0, 447.0, 491.0, 584.0, 465.0, 516.0, 476.0, 440.0, 445.0, 464.0, 455.0, 496.0, 501.0]]
